input,output
[文章]: マスクを義務付けることが始まってからほぼ2年が経ちました。性的暴行の後、マスクの恐怖症が発症し、継続するパンデミックに対処するのが難しくなりました。 [感情]: 恐れ,[説明]: 恐怖症の言及や性暴力のトラウマ体験は、強い恐怖感と不安を示しています。
[文章]: 友達がコロナウイルス陽性と診断され、症状が出てから10日後に旅行に参加する予定であり、ブレークスルー感染のため懸念がある。 [感情]: 恐れ,[説明]: 友人がCOVID陽性であり、感染拡大のリスクがあるにもかかわらず旅行に参加しようとしている状況は、自分の健康と安全に対する恐怖を呼び起こすでしょう。
[文章]: 家族経営のレストランは、常に新鮮で地元産の食材を料理に使用しています。常連客は、食材の質と正統性を信頼しており、持続可能な実践を支援していることを知っています。 [感情]: 信頼,[説明]: レストランが高品質で持続可能な食品を提供することに対する信頼を反映しています。お客様は、レストランが食材の調達において正直であることを信頼し、それが信頼と忠誠心を築いています。
[文章]: 現在、私はイベントに参加することで友達が不機嫌になり、多くの人が対面の集まりに戻ることをためらっているため、希望を持てなくなっています。 [感情]: 悲しみ,[説明]: このテキストは、友人関係の緊張とリアルな集まりの不確実さによる絶望と失望の感情を表しています。
[文章]: 私が利益を増やし、着実な投資を行うために苦労した後、株式市場が夜通しで暴落し、私の全ての利益を無くしてしまいました。 [感情]: 怒り,[説明]: テキストは、話者の努力と経済的安定が予期せぬ市場状況によって突然消し去られ、強い怒りと欲求不満を表しています。
[文章]: 熱心にディナーパーティーの準備を進める中、新しいヴィーガンレシピを試しています。友人たちが画期的でおいしいプラントベースの料理を味わう際の楽しいリアクションを想像しながら料理を試しています。 [感情]: 期待,"[説明]: このテキストは、話者が熱心に夕食会の準備をしており、ヴィーガンのレシピを試すことに興奮し、友達の美味しい反応を想像しています。 ""熱心に""や""美味しい""などの言葉の使用は、肯定的な結果に向けた熱心で楽観的な期待を強調し、上昇中の集まりのためにヴィーガン料理の準備に関連する期待と興奮を捉えています。"
[文章]: 私たちのコミュニティで再生可能エネルギー源の広範な採用は、私たちの炭素排出量を大幅に削減し、持続可能で清潔な未来への道を切り開いています。 [感情]: 喜び,[説明]: このテキストは、再生可能エネルギー源の広範な採用のポジティブな影響を祝う喜びの感情を伝えています。 「大幅に減少」と「持続可能でより清潔な未来」のような言葉の使用は、環境の進歩に対する話者の幸福感と楽観主義を強調しています。この移行におけるコミュニティの役割の強調は、より緑豊かで持続可能な世界に向けた集団的な取り組みを反映しており、喜びの感覚を高めています。
[文章]: バケーションから帰ってきたばかりで、再開した部署のことを心配しています。ハイブリッド、対面、リモートワークに苦労しています。キャリアプランニングに不安を感じています。特定の産業での成長しか見込めない状況です。 [感情]: 恐れ,[説明]: 未来への不安、キャリアプランの不確実性、職場復帰の課題への懸念が表現され、恐れの感情が示されています。
[文章]: 自動化とロボティクスが産業を革新し続ける中、多くの労働者が仕事の見通しの不確かさと生計の喪失という未知の見込みに直面しています。技術の無情な進歩は、人々が自分たちのキャリアと生計における潜在的な大変動に取り組む中で悲しみと不安をもたらすことがあります。 [感情]: 悲しみ,[説明]: このテキストは、ロボティクスや自動化の技術革新がもたらす感情的な負担を強調することで悲しみの感情を喚起します。生計喪失や職を失う労働者の言及は、自動化が人間の労働力に与える影響やそれに伴う悲しみや不安の感情を深く伝えます。
[文章]: おおでの汚染された血液事件は、パンデミックの研究の基礎として使用され、世界のリセットにつながりました。著者は絶望的な未来を恐れています。 [感情]: 恐れ,[説明]: 著者は、汚染された血液事件の影響について懸念を表明し、将来に対する恐れと不安を示しています。
[文章]: 多くの投資家は、長期的な成長と財務の安全を信じて、株式市場の安定性と潜在力に信頼を置いて、自分のポートフォリオを構築し、将来を守るために頼りにしています。 [感情]: 信頼,[説明]: 株式市場が長期的な財務成長と安全を確保する頼もしい手段としての信頼感を伝えるテキストです。これは投資家の安定性や市場の潜在能力に対する信頼と依存を反映しており、時間をかけて財務の安定をサポートする能力を強調しています。
[文章]: 都市の緑地が徐々に消えていく様子は、かつて静けさと自然の美しさがあった安らぎの楽園が失われていることに対して、私の心を深い悲しみと自然との繋がりを失った憧れで満たしています。 [感情]: 悲しみ,"[説明]: このテキストで表現されている感情は深い悲しみです。""失踪""、""失った""、""憧れ""などの言葉の使用により、都市の緑地が減少することによる深い悲しみと感情的な影響が伝わります。これはノスタルジアを呼び起こし、失われた自然とのつながりへの憧れを引き起こし、深い悲しみの感情を反映しています。"
[文章]: 仮想現実の応用が教育やエンターテイメントを革命ひきする可能性があるにもかかわらず、一部の企業が設定した過剰な価格によって、多くの消費者がこの革新的な技術にアクセスできないことを感じ、排除されていると感じています。 [感情]: 怒り,[説明]: 一部のバーチャルリアリティ企業の不公正な価格設定を強調し、怒りの感情を伝えています。この状況は、VRの恩恵を体験したいと願う消費者の間で、高額な費用による妨げがあり、それによって被害を感じ、排除されたと感じられる可能性があります。
[文章]: かつては原風景が美しかった場所は、今では朽ち果てた風力タービンや放棄された太陽光パネルの畑で汚され、再生可能エネルギー源の持つ未実現の可能性を思わせる幽霊のような姿となっている。 [感情]: 悲しみ,[説明]: このテキストは、再生可能エネルギー源が希望と進歩の象徴であるはずが、代わりに無視されて腐敗してしまったことによる失望と幻滅を描き、悲しみの感情を呼び起こします。かつての希望に満ちたビジョンと現在の現実の対比が悲しみと哀しみを生み出します。
[文章]: 工場労働者はロボットアームで置き換えられ、以前は賑やかだった生産ラインは今では不気味な沈黙の中で運営されています。機械が人的な要素を欠いて不断に働いている光景は、私には嫌悪感を抱かせます。 [感情]: 嫌悪,[説明]: 「ロボットアームに置き換えられた」という言及や「かつて賑やかだった生産ラインが今や静かな不気味な沈黙の中で動いている」という表現は、嫌悪感を表す雰囲気を醸し出しています。「私を嫌悪させる」という表現は、職場における自動化の非人間化の影響に対する強い反感と嫌悪を伝えています。この文章は、人の存在の減少とロボットによる自動化の普及に関連する否定的な感情を強調しています。
[文章]: 新しい風力発電所と太陽光発電所が稼働し、エネルギー生産目標を上回っています。再生可能エネルギーインフラへの重要な投資が、持続可能な未来への移行を推進しています。 [感情]: 期待,[説明]: 再生可能エネルギー源の進歩に対する期待と楽観的な気持ちを表現しており、持続可能なエネルギー生産の未来に対する興奮とポジティブな展望を強調しています。
[文章]: 数ヶ月の献身的な勉強の後、ついに私は勇気を出して母国語話者との会話に参加することができました。間違いを恐れていたにも関わらず、彼らは忍耐強く聞いて励まし、私の言語能力に新たな自信を与えてくれました。 [感情]: 信頼,"[説明]: このテキストは、ネイティブスピーカーの辛抱強い聞き上手さ、励まし、そして言語学習者が得る自信を通じて信頼感を伝えています。""勇気""や""新たな自信""の言及は、ネイティブスピーカーへの依存とその支援への信頼を示し、言語学習プロセスへの信頼感を反映しています。"
[文章]: デルタ株と感染の突破に関する憶測が私に行動について不安を残しています。70%のワクチン接種率で、ワクチン接種者限定のパーティーは安全でしょうか？入院や長期のCOVIDに関する懸念が続いています。 [感情]: 恐れ,[説明]: 行動についての不確かさや入院や長期のCOVIDに対する懸念から、感染拡大に関連する潜在的なリスクへの恐れが示唆されます。
[文章]: 夕食にファンシーなレストランに行ったら、ウェイターが信じられないほど失礼で威圧的だった。私の選択を見くだし、リフィルを頼んだ時に目を丸め、冷やかなコメントをつぶやいていた。非常にプロ意識のないふるまいで、完全に嫌悪感を抱いて出てきた。 [感情]: 嫌悪,"[説明]: レストランでのウェイターの無礼で失礼な態度に対する強い嫌悪感が文章から伝わってきます。""反発的な""や""うんざりした""といった言葉の使用によって、状況への強い否定的な感情が強調されています。"
[文章]: テニスコーチの実績のあるトラックレコードは、若手の才能を開発し、彼らをプロのサーキットで成功に導くことで、選手やその家族から揺るぎない信頼を得ています。 [感情]: 信頼,[説明]: このテキストは、テニスプレイヤーを育成し、彼らを成就させてきたコーチの確立された歴史を強調することで、信頼の感情を伝えています。コーチの実績と、選手やその家族からの信頼の言及は、コーチの能力と指導への自信と信頼を高めています。
[文章]: その著者は社会の制度的な不正義を非難し、マージナライズされたコミュニティとその平等と正義のための闘いを無視し続けることに対し、激しい怒りと憤りを表現しています。 [感情]: 怒り,[説明]: このテキストは、社会の中で続く不平等やマージナライズされたコミュニティに対する注意不足に対する怒りと欠乏感を爆発させています。深い怒りを強調しています。
[文章]: 都市計画と開発プロジェクトが完成に近づくにつれて、新しい緑地、現代的な建築、改善されたインフラで市中心部が再活性化されるという期待感が地元コミュニティの間で感じられます。 [感情]: 期待,[説明]: 市中心部の都市計画と開発による肯定的な変革を熱望しているというテキストは、前向きな見通しと今後の変化に対する興奮を示しています。
[文章]: そのバーチャルリアリティーアプリケーションは、グロテスクで悪夢のような風景に満ちた嫌悪感を覚える生き物や嫌悪感を抱かせるイメージを描いており、私は身体的に具合が悪くなりました。 [感情]: 嫌悪,"[説明]: このテキストは、仮想現実アプリに対する嫌悪感を示しており、仮想環境の嫌悪感を表現しています。""グロテスク""、""嫌悪的""、""身体的に気持ち悪い""といった言葉の使用は、仮想現実アプリで描かれた内容に対する嫌悪感や反感を強く伝えています。"
[文章]: 彼女の健康との長い闘いの後、私の姉はついに、自分の話を聞いて理解し、効果的な治療を提供する医師を見つけました。私たちの家族は今、彼女が受けている医療に深い信頼を感じています。 [感情]: 信頼,[説明]: 医療システムと医患関係に対する強い信頼の感情が伝わっています。医者の注意深いケアや姉の健康への好影響の言及は、医療治療への自信と信頼を反映し、家族内での信頼の感情を示しています。
[文章]: カーテンが引かれ、オーケストラが演奏を始めると、観客の間に静寂が広がり、劇場に電気のような期待感が満ちた。パフォーマーたちが舞台に立ち、オーディエンスを物語と芸術の世界へと連れていく準備を整える中、興奮に満ちた空気が漂っていた。 [感情]: 期待,"[説明]: このテキストは、劇場の公演が始まろうとしているという実感を伝えています。""静寂が観客席に落ちた""や""期待感が高まる""などのフレーズの使用は、劇場内での興奮と期待感を伝えます。パフォーマーズの芸術性を目にすることや物語の世界に没頭する期待感は、観客の間で前向きで熱心な感情を引き起こす可能性があります。"
[文章]: 現代アートの展示会に入ると、すぐに不気味な絵画に目を奪われました。それは暗闇に包まれた不気味な姿を描いており、不安や不確かさを呼び起こし、他の作品を見てもなお、その感覚は消えることはありませんでした。 [感情]: 恐れ,"[説明]: この文章は、観察者が絵画の恐ろしく不気味な性質に深く影響を受けており、恐怖の感情を伝えています。 ""打った,"" ""忘れられない,"" ""不吉,"" ""不安,"" ""不確実性"" などの言葉の使用は、作品によって生じた恐怖感や不安感を全体的に強調しています。これにより、絵画が観る者から恐怖に根ざした強い感情的反応をうまく引き出したことが示されています。"
[文章]: その会社のいわゆる「環境保護活動」は、実際には持続可能性や環境保護活動に本気で取り組んでいないPR活動に過ぎなかった。 [感情]: 嫌悪,"[説明]: このテキストは、話者が企業の環境保護活動への不誠実なアプローチに対する軽蔑を表しており、強い嫌悪感を示しています。""PRスタント""や""本当の取り組みがない""という表現が、企業の持続可能性への真の献身心の欠如に対する深い嫌悪感と失望を伝えています。"
[文章]: 子供向けの教育活動に参加することは、好奇心を育み、学びに対する愛情を醸成し、子供たちが自分の能力で世界を探求し理解することができる環境を作ることが示されています。 [感情]: 信頼,"[説明]: このテキストは、子供たちに与える教育活動の肯定的な影響を強調することで、信頼の感情を伝えています。""好奇心を育む""、""学ぶことへの愛""、""自分の能力を信じる""といったフレーズの使用は、これらの活動が子供たちの信頼感を育む上での肯定的な影響を信じていることを反映しており、子供たちが世界や自らの学びの過程に自信を持って取り組めるようにするという考えを示しています。"
[文章]: ロボティクスと自動化の進歩が加速し続ける中、産業界は効率性、生産性、革新性の向上を約束する技術革命の瀬戸際に立っています。最先端のロボティクスと自動システムを様々な分野に統合する期待は、これら新興技術の変革的な可能性に対する興奮と熱意を生み出しています。 [感情]: 期待,[説明]: このテキストは、ロボット工学や自動化の進歩にまつわる興奮と期待を表しています。技術革命の言及や、先端のロボット工学や自動システムを様々な分野に統合することの変革的な可能性によって、これらの技術がもたらす良い影響に対する期待感が高まります。この期待感は、革新的な技術の統合に向けた希望に満ちた雰囲気を醸成し、産業の未来に対する興奮を創り出しています。
[文章]: 騒々しい通りを歩いていると、腐った油や疑わしい調理方法から発する圧倒的な悪臭が私を吐き気を催させました。不衛生な状態や乱雑な食材の取り扱いを目の当たりにし、これらの仮設の露店での衛生と食品安全基準の欠如に対する嫌悪感を振り払うことができませんでした。 [感情]: 嫌悪,"[説明]: このテキストは、衛生的でない食品屋台の生々しい描写を通じて嫌悪感を呼び起こす。""強烈な悪臭""、""衛生的でない状態""、""吐き気を催す""などの言葉の使用は、これらの屋台で見られる不潔で疑わしい慣行に対する嫌悪感を強く伝えている。話者の反応は、この環境における衛生や食品安全基準の欠如に対する深い嫌悪感と反感を反映している。"
[文章]: 太陽が清らかな水面にきらめく中、泳ぎ手たちは興奮しながらスタートの合図を待っています。筋肉は緊張を帯び、心はわくわくと期待に満ちています。爽やかな青い水深を滑り抜けることの見込みや、泳ぎのリズムにのせて加速することが、彼らを興奮と期待で満たしています。 [感情]: 期待,[説明]: このテキストは、泳ぎ手たちが水に飛び込む機会を待ちわびている強い期待感を捉えています。使われている表現は興奮と切望の感覚を表し、泳ぎ手たちが水泳の経験を楽しみにしている期待を反映しています。
[文章]: 厳格で権威主義的な育児スタイルは子供たちに恐怖心を抱かせ、自分の考えや感情を率直に表現することをためらわせ、感情的成長と発達を妨げる可能性があります。 [感情]: 恐れ,"[説明]: このテキストは、厳格で権威主義的な育児スタイルの描写から引き起こされる恐怖の感情を描写しています。子どもたちが感じている恐怖は、自分の考えや感情をオープンに表現することをためらうことで明らかになっており、これは感情的な成長と発達を妨げる可能性があります。""厳格""や""権威主義的""といった言葉の使用は、家族の中で存在するであろう恐怖の雰囲気を伝えています。"
[文章]: 私は自分の個人予算について常に心配している自分に気づいています。支出を管理できず、将来のために貯金できないという恐怖は時々圧倒的です。それは不安と不確実さの絶え間ないサイクルのように感じます。 [感情]: 恐れ,[説明]: 安定した不安、抑圧的な恐怖、そして個人の予算に関する絶え間ない不安と不確実性についての言及は、財政的安定と管理に対する強い恐怖と不安を示唆しています。
[文章]: 多様で風味豊かなヴィーガン料理の世界を探求することは、私の心を喜びと興奮で満たしてくれました。植物ベースの料理の創造性とおいしさは、いつも私を驚かせ、喜ばせてくれます。 [感情]: 信頼,"[説明]: このテキストは、ヴィーガン料理の探求に触発された喜びと興奮の感情を醸し出しています。""心を喜びで満たした""や""いつも驚かせて喜ばせてくれる""などの言葉の使用は、ヴィーガン料理の多様で風味豊かな世界を発見する中での幸福感や喜びを深く伝えています。"
[文章]: 教育への予算削減に対処するとの反復された約束にもかかわらず、政府は再び公立学校への資金を削減し、教師や生徒、保護者から広範な怒りや抗議を引き起こしています。 [感情]: 怒り,[説明]: 教師、生徒、保護者が感じる怒りは、政府が教育を重要視していながらもその失敗を問題視していることから生じています。教育は将来を形作る上での重要性があるにも関わらず、予算の繰り返し削減は若い世代の福祉や将来に対する無視と見なされており、激しいフラストレーションを引き起こし、抵抗の形としての抗議活動を活発化させています。
[文章]: 市議会の決定、すなわち資金を貸し出すことで、放置された地域の活性化や新たな緑地の創出に向けた意欲的な取り組みは、住民や都市プランナーの間で期待感と興奮を引き起こしました。 [感情]: 期待,[説明]: このテキストは、市議会が都市計画と開発に投資することを待ち望む感情を伝えています。それは、忘れ去られた地域を活性化し、より多くの緑地を作ることで生まれるポジティブな変化に対するわくわくした期待感や希望を反映しています。この感情は、都市環境の改善の可能性に対する意欲と楽観視を示しています。
[文章]: 現代絵画展は前衛的な技法と大胆なカラーパレットを披露することを約束し、今日のアーティストの最先端の創造性を体験したがっている美術愛好家の期待感をかき立てています。 [感情]: 期待,[説明]: このテキストは、革新的な芸術的手法と鮮やかな色彩の組み合わせを特徴とする現代絵画の展覧会を描きながら、期待感を伝えています。これによって、芸術愛好家たちに興奮と熱望が生まれ、彼らは現代芸術表現の最前線に身を投じたいと思っています。新しい刺激的な視覚的体験に出会う可能性が期待されることから、展覧会に対する興奮と期待感が高まっています。
[文章]: 私は遠く離れたビーチを訪れましたが、美しい海岸線に散乱するプラスチックボトルや包装、他のゴミの山に驚きました。環境への明らかな無関心を見て、気持ちが悪くなりました。 [感情]: 嫌悪,[説明]: 自然環境への無責任なゴミ捨てや汚染に対する強い嫌悪感が伝わるテキストで、そのような行動に対する深い嫌悪と非難が強調されています。
[文章]: 4月にJ&Jを受け、その後8月にブースターを受けました。オミクロンについて心配で、高齢の両親を守るためにもう1回mRNAのブースターを考えています。 [感情]: 恐れ,[説明]: オミクロンについて心配し、高齢の両親を守るためにもう一つのブースターを考えているという言及は、彼らの幸福を心配し、懸念していることを示しています。
[文章]: 冷蔵庫の奥に賞味期限切れでカビの生えた食品を発見して、家族に腐った食材を使って食事を出してしまったことに気づき、嫌悪感に襲われました。 [感情]: 嫌悪,[説明]: 冷蔵庫に賞味期限切れやカビの生えた食品が見つかったことに対する強い嫌悪感が伝わるテキストで、家族に出される食事に腐った食材が知らずに使用されることに対する反吐と嫌悪感が強調されています。この状況は家族の健康とウェルネスに関連した強い嫌悪感と不安を引き起こし、愛する人たちの健康を損なう可能性のあるこのような嫌悪感を引き起こす状況を避けるための注意深い食品の保管と消費の重要性が強調されています。
[文章]: 賑やかな通りを歩いていると、焼き立ての肉の香りやストリートフードの屋台の鮮やかな色に目を奪われました。活気あふれる雰囲気の中で、パンデミック前にこの地域で栄えていた賑やかな市場やフードフェスティバルの思い出がよみがえり、憂鬱な気持ちがこみ上げてきました。 [感情]: 悲しみ,[説明]: この文章は、語り手がパンデミックによるストリートフード文化の衰退を振り返り、悲しみを伝えています。現在のにぎやかな通りと、活気あふれる市場の懐かしい思い出との対比が、失われた活気とコミュニティの集まりに対する憂愁と悲しみを呼び起こします。
[文章]: 舞台の明かりが暗くなり、カーテンが上がると、俳優たちは台詞をつまずかせながら、準備不足と役割へのコミットメントの不足が彼らのだらしない演技に現れていた。観客たちは席で身をよじり、演劇やパフォーマンスアートへの真剣さを無視したことに対して嫌悪感を覚えた。 [感情]: 嫌悪,"[説明]: このテキストは、舞台における粗雑で、非プロフェッショナルな演技によって嫌悪感を伝えています。""つまづいた""、""手荒い""、""無視""といった言葉の使用は、観客が期待していた芸術形態の下手な実行に対する反感を強調します。俳優たちの準備不足やコミットメントの欠如を鮮やかに描写することで、劇場や演劇の芸術への軽蔑と失望の感情を呼び起こします。"
[文章]: 私が空き地の端に立っていると、雄大な象が見えました。牙はなく、目には疲れが満ちていました。その光景は私に深い悲しみを覚えさせました。人間の残忍さの傷跡を負った、優雅で偉大な生き物を目撃したことは、野生動物保護のための長期にわたる闘いの忘れえぬ証でした。 [感情]: 悲しみ,[説明]: この文章は、著者が野生動物への人間の行動の影響を象徴する象の苦しみを見て深い悲しみを表現しています。象の欠けた牙と疲れた目の描写は、哀感や悲しみを呼び起こし、密かに悲しい感情を誘います。密猟や生息地の破壊など、さまざまな要因によるこれらの壮大な動物たちの苦境に対する深い共感と悲しみが反映されています。この描写は、野生動物保護のための継続的な闘いの悲しい現実を浮き彫りにしています。
[文章]: 美術館での子供向けの教育活動は整理されておらず、魅力もなく、監督も不十分であり、子供たちと保護者の双方にとって失望させる経験となってしまいました。 [感情]: 嫌悪,"[説明]: このテキストは、美術館の子供向け教育活動に対する嫌悪感を伝えています。""整理されていない""、""興味を引かない""、""監督が不十分""などの言葉の使用は、活動の質に対する強い失望と不満を示し、嫌悪感を喚起しています。"
[文章]: オンライン学習での絶え間ない技術的な問題や対面での相互作用の欠如は、私を非常にイライラさせます。それは、モチベーションを維持し、授業に集中するための果てしない戦いのように感じられます。 [感情]: 怒り,[説明]: このテキストは、オンライン学習の課題に関連する怒りといらだちの感情を伝えています。継続的な技術的な問題と対面での相互作用の不在からくる不満は、学業に集中しやすく、モチベーションを保つことに大きな障害となっています。これは、オンライン学習体験に対する深いイライラと不満を反映しています。
[文章]: 徹底的な調査と財務専門家との協議の結果、私は有望な新しいテクノロジー企業に投資することを決めました。彼らの革新的な製品と強力なリーダーシップチームが私に投資の成長の可能性を信じる自信を与えました。 [感情]: 信頼,[説明]: このテキストは、特に新しいテクノロジー企業への投資を決定する際の金融部門への信頼感を示しています。徹底した調査と専門家との協議は、企業の成功の見込みに対する高い自信と信頼を示しています。
[文章]: 私の姉は家族の再会に手伝うと約束したが、最後の一分前に何の正当な理由もなく裏切ってしまった。彼女が私たちの家族の計画を無視し、立ち往生させるのを見るのは憤りを覚える。 [感情]: 怒り,[説明]: 妹の無責任な行動に対する強い怒りの感情を伝えるテキストであり、その行動によって家族の中で引き起こされる悔しさや失望を強調しています。
[文章]: AIや機械学習の急速な進歩がデジタルアートやアニメーション産業で進んでおり、これによって自動化されたツールによってクリエイターが置き換えられる恐れが生じ、多くのアーティストが自分の技術や生計の未来について不安を感じています。 [感情]: 恐れ,"[説明]: このテキストは、デジタルアートとアニメーション業界のアーティストが直面する不安や不確実性を指して恐れの感情を伝えています。""クリエイターが自動化されたツールに取って代わられる恐れ""という言及は、仕事の置き換えや芸術的な制御や表現の可能性の喪失に対する基礎となる懸念を反映しています。そして、""自分たちの職業や職人技の未来について不確かである""という表現は、技術革新に直面するアーティストたちの不安や不安定さを捉え、恐れの感情をさらに強調しています。"
[文章]: 数々のドーピングスキャンダルの後、選手やファンたちは競技スポーツの公正性に信頼を置くことを警戒しています。しかし、より厳格な検査と監視策の実施により、スポーツの倫理に対する信頼感が高まっています。 [感情]: 信頼,[説明]: 過去のドーピングスキャンダルのために、競技スポーツの誠実さを信頼する慎重な態度が強調されています。しかし、同時に厳格なテストと監視の措置が導入され、スポーツの倫理に対する信頼が徐々に回復していることを示しています。
[文章]: 子どもたちがカラフルなマットや芸術用品の周りに集まると、彼らの目は待ちきれない感情で輝きます。教育活動が始まることに期待感で満ちた部屋は、急いで物語のセッションが始まるのを待ちわびてワクワクしています。想像力と学びの旅に乗り出す準備が整っています。 [感情]: 期待,"[説明]: このテキストは予想感を表現し、子供たちが展開されようとしている教育活動に対する熱望と熱心な予想を捉えています。""目を輝かせる""、""ワクワクする""、""楽しみにしている""などの言葉の使用は、肯定的で期待に満ちた雰囲気を描いており、子供たちが前向きな体験に対する手応えを感じていることを示しています。"
[文章]: 公共の場で親が子供を厳しく非難し、侮辱的な言葉を使っているのを見て、私は嫌悪感と不快感が押し寄せた。 [感情]: 嫌悪,[説明]: 親が公共の場で子供を厳しい言葉で叱責する様子を目撃するという事例を説明しています。このシナリオは、肯定的で愛情ある子育ての原則に反することから、嫌悪感を引き起こします。子供に対するこのような否定的な言葉や行動は、嫌悪感や不快感を呼び起こし、観察された育児スタイルに対する嫌悪の感情を反映しています。
[文章]: 夏が近づくにつれて、地元のプールの再開を心待ちにしています。涼しい、清涼な水に飛び込んで太陽の光を浴びることを考えると、興奮と喜びを感じて、とても嬉しくて我慢できません。 [感情]: 期待,"[説明]: このテキストは、話者が楽しみにしている感情を描写し、近づいてくる夏に地元のプールの再開を楽しみにしています。""楽しみに待っている""、""涼しいところに飛び込む, さわやかな水""、""日向ぼっこ""などの言葉の使用は、興奮と喜びの感覚を伝えます。プールを楽しめることを楽しみにしている期待感は、レジャー活動を楽しみにしている前向きで熱心な感情を表しています。"
[文章]: 新しい環境保護イニシアチブの発表を熱心に待ちながら、私の中で期待と興奮が高まっています。地球を守るための革新的な戦略と集合的な行動の可能性は、より明るく持続可能な未来への希望を私に与えてくれます。 [感情]: 期待,[説明]: 新しい環境保護イニシアチブの発表を待ちわびて、わくわくした気持ちが伝わるテキストです。「わくわくと期待感が満ちてくる」という表現や「明るい持続可能な未来への希望がわき起こる」というフレーズは、新しい保護活動が持つ可能性に対する希望に満ちた期待感を表しています。革新的な戦略と共同行動に焦点を当てることで、環境保護に向けたポジティブな変化への期待が高まります。
[文章]: 再生可能エネルギー源の急速な進展は、伝統的な燃料産業に依存するコミュニティの間に恐れをもたらしています。経済の安定や仕事の置き換えの不確実性は、再生可能エネルギーへの移行に対する不安を引き起こします。 [感情]: 恐れ,"[説明]: 再生可能エネルギー源の急速な進歩に対する恐れの感情を伝えています。""不確実性""や""不安""といった言葉の使用は、伝統的な燃料産業に依存するコミュニティが感じる不安や懸念を反映しています。予想される雇用の変化や経済の不安定さが再生可能エネルギーへの移行に伴う恐怖を助長し、エネルギー源の移行に関連する課題や恐れを浮き彫りにしています。"
[文章]: 空の劇場には、心を打つような静寂が響いていた。かつて活気に満ちた舞台は今や生命とエネルギーを失い、生演奏の不在と芸術コミュニティへの深い影響を鮮明に示す厳しいリマインダーとなっていた。 [感情]: 悲しみ,"[説明]: このテキストは、劇場の荒涼とした雰囲気を描きながら、生のパフォーマンスの欠如と芸術コミュニティへの深い影響を強調し、悲しみの感情を伝えています。 ""幽霊のような静寂""や""生命やエネルギーの欠如""といった言葉の使用は、虚無感と喪失感を呼び起こし、劇場での活気あるパフォーマンスの喪失による深い悲しみや憂鬱を反映しています。"
[文章]: 脳内の新たなニューラル経路の発見は、神経科学や脳研究の分野で極めて大きな期待を呼び起こしています。この突破によって、認知プロセス、行動、および神経疾患の潜在的な治療法の理解を深めるための未踏の可能性が開かれました。研究者や科学者たちは、この画期的な発見の潜在的な影響を熱心に待ち望み、人間の脳の複雑さにさらに深く切り込むための次のステップを熱心に計画しています。 [感情]: 期待,[説明]: このテキストは、脳科学と脳研究の分野での強い期待感を醸し出し、新たな神経経路の発見によって生まれる興奮と切望を強調しています。言葉に「非常に期待している」「画期的」「未知の道」「熱心に期待している」「画期的な発見」といった表現を使うことで、この脳の新たな理解による可能性と将来の展望に対する切望と熱意を喚起します。これは、この発見が脳科学と脳研究に与える変革的な影響に対する期待と熱意を深く反映しています。
[文章]: 市内を歩いていると、緑地の不足に怒りを感じずにはいられませんでした。 無限のコンクリートや鉄の建造物は、都市の景観の中で穏やかで自然な逃避を見つけるチャンスを窒息させてしまいました。 [感情]: 怒り,[説明]: このテキストは、都市における緑地の不足に対する怒りの感情を反映しています。コンクリートで覆われた都市環境から湧き上がる激しい怒りは、窒息し、緑地が提供する自然の静けさを欠いていると感じられるからです。この欠損に対する苛立ちと憤りは、都市住民が自然と繋がり、リラックスする機会の不足に向けられており、インフラよりも緑地を優先する都市計画と開発に対する怒りの感情も含まれています。
[文章]: 再生可能エネルギー技術の急速な進歩や持続可能なエネルギー源への増加する投資は、より清潔で環境に優しい未来の道を切り拓いています。二酸化炭素排出量の大幅な削減や持続可能なエネルギーインフラへの転換の可能性は本当に希望に満ちています。 [感情]: 期待,[説明]: 再生可能エネルギーの進歩とそのポテンシャルに対する期待と楽観的な気持ちが伝わるテキストです。使われている言葉は、将来への希望に満ちた見通しや、環境問題に対処するための再生可能エネルギーのエキサイティングな可能性を示しています。
[文章]: ベーカリーを通りすぎると、新しく焼き上げられたクロワッサンやチョコレートエクレアの香りが漂ってきました。それは、亡くなった祖母と一緒に楽しんだ美味しいデザートを思い出させるものでした。思い出が心に溢れ、悲しみの波が私を襲いました。 [感情]: 悲しみ,[説明]: このテキストは、語り手の祖母との大切な時を思い出させ、切なく憂鬱な感情を伝えています。過去のパンの懐かしい香りは、愛する人と過ごした失われた時を思い出し、悲しみや懐かしさを強めるきっかけとなっています。
[文章]: パンデミック以来、精神的に疲れたと感じています。私は2020年に社交生活を改善することを望んでいましたが、COVIDが私を後退させました。今、イベントが再開する中、ASDのために社交するのに苦労し、不安とうつ病を引き起こしています。 [感情]: 悲しみ,[説明]: このテキストは失望、後退、苦闘、不安、そしてうつ病を表現しており、期待に添えないことや続く困難による悲しみを示しています。
[文章]: 私は裕福な人々が貧しい人々を搾取し続け、彼らの富をため込んでいる間に何も残さないことに信じられません。 [感情]: 怒り,[説明]: この文章は、裕福な人々が貧しい人々を搾取する社会の不正に対する強い怒りを伝えています。そのイライラや憤りははっきりと伝わり、現在の社会の状態に対する深い不満を反映しています。
